Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
A 1 Learning Connections,Serving in the Midst of a Storm,$94393.00,222,43,15,168,57,92,2,171,194,131,157,0,9,4,4,19,46,121,75,0,0,32,92,94,50,44,70,82,60,66,31,81,7,45,4,19,97,86,7,46,62,26,1101,185,128,237,206,530,711,187,162,33,6,1,0,1,0,880,221,21,939,156,0,870,44,164,4,18,0,1
Boys & Girls Clubs of the Tennessee Valley,Boys & Girls Clubs of the Tennessee Valley's MESH (Member Emotional and Social Health) Program,$25008.00,259,10,6,69,137,38,7,191,182,161,241,7,6,5,0,4,83,218,166,0,64,1,7,78,75,56,17,27,18,66,8,67,53,28,44,35,14,38,47,88,22,24,877,399,107,49,205,516,774,35,23,10,1,23,8,3,488,245,144,434,262,122,59,220,292,186,178,0,0,1
"Bridge Refugee Services, Inc.",Refugee Emergency Supplemental Nutritional Assistance Program (RESNAP),$92887.00,299,31,1,146,220,10,9,0,276,104,56,1,4,8,9,4,22,84,243,0,28,38,28,55,1,29,44,55,22,81,91,42,84,41,81,83,4,77,67,35,12,97,1095,181,255,196,63,581,305,721,46,16,5,0,0,2,311,515,269,234,747,265,0,574,194,244,9,71,2,1
Centro Hispano de East Tennessee,Knox Area Latino Food Insecurity Safety Net,$22089.00,177,10,18,150,94,69,4,14,123,12,51,9,2,6,1,10,70,71,133,0,8,29,4,71,19,60,97,61,60,73,24,26,15,11,16,6,99,58,66,22,70,56,951,924,457,191,126,177,17,324,30,457,107,11,3,2,383,294,274,399,85,546,0,414,447,6,29,44,3,8
Centro Hispano de East Tennessee,Knox Area Latino Mental Health Support,$21545.00,204,45,14,14,107,12,3,112,152,22,62,2,8,7,5,18,7,198,152,0,10,49,29,12,30,39,64,50,25,59,86,78,12,17,26,67,15,66,22,47,61,79,943,200,133,19,255,536,897,8,26,9,0,0,2,1,763,136,44,237,591,206,0,562,93,36,237,11,2,2
Centro Hispano de East Tennessee,ARPA’s Rental Assistance for Latinx Households,$16208.00,291,15,10,19,224,156,3,219,171,7,143,3,2,8,4,3,139,162,234,0,20,51,36,72,64,62,49,13,5,62,29,45,0,58,83,84,66,20,88,80,76,24,1087,996,192,489,246,160,649,411,7,0,2,8,2,8,69,248,770,452,185,10,440,520,411,92,40,5,10,9
Fostering Hope,Back 2 School Event,$582.00,393,40,2,321,222,124,5,224,360,270,44,6,2,2,2,19,192,206,290,0,32,66,3,34,80,87,33,61,85,81,84,83,92,99,93,25,99,62,38,15,78,77,1407,296,214,307,24,862,234,654,369,44,79,21,2,4,716,494,197,312,858,307,0,474,768,116,48,0,0,1
Friends of Tennessee's Babies with Special Needs,Meeting Basic Needs of Families of Young Children with Special Needs,$83299.00,30,3,18,13,1,29,9,4,12,11,5,2,7,8,3,19,4,28,10,0,51,67,59,51,98,72,48,30,42,37,15,17,45,35,85,6,46,87,4,96,0,55,1046,1012,177,399,106,364,103,482,92,285,35,37,4,8,701,35,310,453,584,387,0,696,33,83,1,209,1,23
"Girl Talk, Inc.",Safe & Healing Spaces,$4802.00,435,35,19,85,5,202,0,70,370,164,385,2,0,4,9,15,195,409,386,0,17,21,17,50,25,2,24,53,43,16,59,2,53,2,69,82,7,67,22,18,6,3,658,158,89,9,284,276,351,84,136,28,29,9,3,18,602,23,33,258,152,369,0,349,302,4,2,0,0,1
Grow Partnership Tennessee,Promoting Unity Understanding through Safety and Health-PUUSH,$72744.00,129,44,7,5,39,121,1,16,7,64,89,7,5,5,5,3,63,75,80,0,23,48,21,59,54,77,22,57,76,72,17,60,36,34,4,25,27,59,76,85,53,55,1040,680,487,439,315,0,1021,16,0,1,1,0,0,1,214,752,74,442,513,220,0,399,593,36,7,1,3,1
